type,paperless_billing,payment_method,total_charges,contract_terminated,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
Two year,No,Bank transfer (automatic),1901.0,0,1,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),601.6,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,605.45,0,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,3094.05,0,1,No,No,DSL,No,Yes,Yes,No
Two year,No,Bank transfer (automatic),4929.55,0,0,Yes,No,DSL,Yes,No,Yes,Yes
One year,No,Mailed check,595.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),8436.25,0,1,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,19.75,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),492.0,0,0,No,No,DSL,No,No,No,No
Two year,No,Mailed check,987.95,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,5496.9,0,1,No,No,Fiber optic,Yes,Yes,Yes,No
One year,No,Bank transfer (automatic),1908.35,0,0,No,No,DSL,Yes,No,No,Yes
Month-to-month,No,Mailed check,107.1,0,1,No,No,DSL,No,No,Yes,No
Two year,No,Bank transfer (automatic),4575.35,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,No,Credit card (automatic),4309.55,0,0,Yes,No,DSL,Yes,Yes,Yes,No
Two year,No,Credit card (automatic),7922.75,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),522.35,0,0,No,No,Fiber optic,No,No,No,Yes
One year,No,Credit card (automatic),587.7,0,1,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Bank transfer (automatic),3876.2,0,0,Yes,No,DSL,No,No,Yes,No
Two year,Yes,Mailed check,3778.85,0,0,Yes,No,DSL,Yes,No,Yes,Yes
Two year,No,Bank transfer (automatic),8349.45,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,19.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,1066.9,0,0,No,No,Fiber optic,No,No,No,No
One year,No,Mailed check,1226.45,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Bank transfer (automatic),342.3,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,985.05,0,0,No,Yes,DSL,No,No,No,No
Two year,Yes,Mailed check,3948.45,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Credit card (automatic),828.05,0,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,6164.7,0,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,33.6,0,0,No,Yes,DSL,No,Yes,No,Yes
Month-to-month,No,Electronic check,20.7,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,6590.5,0,0,No,Yes,Fiber optic,No,No,Yes,Yes
Two year,No,Bank transfer (automatic),717.95,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),4885.85,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,6871.7,0,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
One year,No,Bank transfer (automatic),405.6,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),208.25,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),1801.9,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3062.45,0,1,No,No,DSL,Yes,No,No,Yes
Two year,No,Mailed check,1764.75,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,1816.75,0,0,No,Yes,Fiber optic,No,No,No,No
Two year,No,Mailed check,1255.1,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),3921.1,0,0,No,No,DSL,Yes,No,Yes,Yes
Two year,No,Bank transfer (automatic),1463.45,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Bank transfer (automatic),189.45,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,96.8,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,408.5,0,1,No,No,Fiber optic,No,Yes,No,No
Two year,No,Credit card (automatic),1846.65,0,0,Yes,Yes,DSL,Yes,No,Yes,No
Two year,Yes,Credit card (automatic),8456.75,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,1011.5,0,0,No,No,DSL,Yes,No,No,Yes
One year,Yes,Credit card (automatic),4263.4,0,0,Yes,No,DSL,No,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),2549.1,0,0,Yes,Yes,DSL,No,Yes,No,Yes
One year,Yes,Electronic check,3965.05,0,1,Yes,Yes,DSL,No,No,Yes,No
Two year,Yes,Electronic check,7840.6,0,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
Two year,No,Bank transfer (automatic),6632.75,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,1013.35,0,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),152.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Electronic check,3772.65,0,0,No,No,Fiber optic,No,Yes,No,No
One year,No,Mailed check,1026.35,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),19.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),5031.85,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,220.4,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Mailed check,1416.5,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,158.35,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),5542.55,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Two year,Yes,Credit card (automatic),8443.7,0,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,No,Bank transfer (automatic),5708.2,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Two year,No,Bank transfer (automatic),2016.3,0,0,Yes,No,DSL,Yes,No,Yes,Yes
One year,No,Mailed check,326.65,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Electronic check,5471.75,0,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Credit card (automatic),19.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,1061.6,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),1971.5,0,0,Yes,Yes,DSL,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),2460.35,0,0,No,Yes,DSL,Yes,No,No,Yes
Two year,No,Credit card (automatic),856.5,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,1275.85,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,7467.5,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
Two year,Yes,Credit card (automatic),7261.75,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,5116.6,0,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
One year,Yes,Mailed check,660.05,0,0,Yes,Yes,DSL,No,Yes,Yes,No
One year,No,Credit card (automatic),6590.8,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,Yes,Mailed check,1208.15,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,1033.9,0,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,1885.15,0,0,Yes,Yes,Fiber optic,No,No,Yes,No
Two year,Yes,Bank transfer (automatic),2006.95,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,5025.0,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
One year,No,Electronic check,3088.25,0,0,Yes,Yes,DSL,No,No,Yes,Yes
One year,Yes,Mailed check,3134.7,0,0,No,No,DSL,No,Yes,No,Yes
Two year,Yes,Credit card (automatic),8312.4,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,4863.85,0,1,No,No,Fiber optic,No,Yes,Yes,No
Two year,Yes,Bank transfer (automatic),6637.9,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,3165.6,0,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
Two year,Yes,Electronic check,6786.1,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,No,Mailed check,543.0,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Bank transfer (automatic),867.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,25.75,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,109.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,4692.95,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),546.85,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),1274.05,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,1782.4,0,0,No,No,DSL,Yes,Yes,No,No
One year,No,Bank transfer (automatic),5301.1,0,0,Yes,Yes,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,280.35,0,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,2897.95,0,1,No,No,Fiber optic,No,No,No,No
Two year,No,Credit card (automatic),3371.0,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,801.3,0,0,Yes,No,Fiber optic,Yes,No,No,No
Two year,No,Mailed check,1079.45,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),6997.3,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
One year,Yes,Credit card (automatic),979.05,0,0,No,No,Fiber optic,Yes,No,No,No
One year,Yes,Bank transfer (automatic),4119.4,0,1,Yes,No,DSL,Yes,Yes,No,Yes
Two year,No,Mailed check,3349.1,0,0,No,No,DSL,Yes,No,No,Yes
Month-to-month,No,Mailed check,492.1,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1718.95,0,1,No,No,DSL,Yes,Yes,No,No
One year,No,Bank transfer (automatic),605.25,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,1344.5,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,4267.15,0,0,No,No,Fiber optic,Yes,No,No,No
Two year,No,Mailed check,1121.05,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),918.7,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,521.8,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),4469.1,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,1729.35,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1073.3,0,0,No,No,DSL,No,No,Yes,No
Two year,Yes,Bank transfer (automatic),4566.5,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Two year,No,Credit card (automatic),2603.1,0,0,Yes,Yes,DSL,No,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,1783.75,0,0,No,No,Fiber optic,No,Yes,No,Yes
Two year,No,Mailed check,6322.1,0,0,No,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Credit card (automatic),57.4,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),4284.65,0,0,No,No,DSL,No,Yes,No,Yes
One year,Yes,Credit card (automatic),7138.65,0,0,No,No,Fiber optic,Yes,No,Yes,Yes
One year,No,Electronic check,1539.75,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),1058.1,0,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,123.8,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,2731.0,0,0,No,No,DSL,Yes,No,Yes,No
Month-to-month,No,Credit card (automatic),20.75,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,497.3,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,711.15,0,0,Yes,No,DSL,No,No,No,No
Two year,No,Bank transfer (automatic),1898.1,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),3273.95,0,0,Yes,Yes,DSL,Yes,No,No,Yes
Month-to-month,Yes,Credit card (automatic),2929.75,0,0,Yes,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,838.7,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,1443.65,0,1,No,No,Fiber optic,No,No,Yes,No
Two year,Yes,Bank transfer (automatic),7746.7,0,1,No,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Credit card (automatic),6951.15,0,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Credit card (automatic),214.75,0,1,No,No,DSL,No,No,Yes,Yes
One year,No,Credit card (automatic),2669.45,0,0,Yes,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),235.2,0,0,No,Yes,DSL,No,No,No,Yes
Two year,No,Bank transfer (automatic),3103.25,0,1,No,No,DSL,Yes,No,Yes,No
Two year,Yes,Electronic check,5330.2,0,0,No,No,DSL,No,Yes,Yes,No
One year,Yes,Credit card (automatic),1403.1,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),2727.8,0,0,Yes,No,DSL,Yes,Yes,No,Yes
Two year,Yes,Mailed check,5038.45,0,0,No,No,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Credit card (automatic),1462.6,0,0,Yes,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,150.6,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,5960.5,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
Two year,Yes,Bank transfer (automatic),1192.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,314.55,0,0,Yes,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,56.0,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),330.8,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,877.35,0,0,Yes,Yes,DSL,No,No,No,No
Month-to-month,Yes,Credit card (automatic),2249.1,0,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Electronic check,2807.65,0,1,Yes,No,Fiber optic,Yes,No,No,No
One year,Yes,Electronic check,1696.2,0,0,No,No,DSL,Yes,Yes,No,Yes
One year,No,Credit card (automatic),1032.05,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),4902.8,0,0,Yes,No,Fiber optic,No,No,No,No
Two year,Yes,Credit card (automatic),4995.35,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Two year,No,Credit card (automatic),5034.05,0,0,Yes,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,1857.75,0,1,Yes,Yes,Fiber optic,Yes,No,No,No
One year,No,Credit card (automatic),1992.85,0,1,Yes,No,DSL,No,No,Yes,Yes
One year,No,Mailed check,1714.95,0,0,Yes,No,DSL,Yes,No,Yes,Yes
One year,No,Bank transfer (automatic),343.6,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),20.15,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,520.1,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),1387.45,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),7383.7,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,4483.95,0,0,No,No,Fiber optic,Yes,Yes,No,No
Month-to-month,Yes,Credit card (automatic),1706.45,0,0,Yes,No,Fiber optic,No,No,No,No
One year,Yes,Bank transfer (automatic),1327.4,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),5974.3,0,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,179.85,0,1,No,No,DSL,No,No,No,No
One year,No,Credit card (automatic),5040.2,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Mailed check,422.7,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,20.25,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,358.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),2936.25,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Mailed check,1271.8,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Bank transfer (automatic),530.05,0,0,No,No,DSL,No,No,No,Yes
Month-to-month,No,Mailed check,19.2,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,1144.6,0,0,No,No,DSL,No,No,Yes,Yes
Two year,Yes,Bank transfer (automatic),7556.9,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,No,Credit card (automatic),4858.7,0,0,Yes,Yes,DSL,Yes,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),6595.0,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,149.05,0,0,Yes,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,4972.1,0,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Bank transfer (automatic),2045.55,0,0,Yes,Yes,DSL,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,2187.15,0,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),2976.95,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,178.7,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),5025.85,0,0,Yes,Yes,DSL,Yes,No,Yes,No
Two year,No,Credit card (automatic),3353.4,0,1,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),1461.15,0,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),2782.4,0,0,Yes,No,DSL,Yes,No,Yes,Yes
One year,No,Bank transfer (automatic),1699.15,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,452.2,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),4428.45,0,0,Yes,No,DSL,Yes,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),1322.55,0,0,Yes,No,DSL,No,Yes,No,No
Month-to-month,No,Credit card (automatic),139.75,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),1927.3,0,0,No,No,DSL,Yes,No,Yes,Yes
Month-to-month,No,Mailed check,3000.25,0,0,Yes,No,Fiber optic,No,Yes,No,No
One year,Yes,Bank transfer (automatic),3021.3,0,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Credit card (automatic),2245.4,0,0,No,No,DSL,No,Yes,Yes,No
Month-to-month,No,Mailed check,944.65,0,0,Yes,Yes,DSL,Yes,Yes,No,No
One year,Yes,Credit card (automatic),1264.2,0,0,No,Yes,Fiber optic,No,No,No,Yes
Two year,No,Credit card (automatic),4917.75,0,0,No,No,Fiber optic,No,No,Yes,Yes
Two year,No,Bank transfer (automatic),5743.3,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),1864.65,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,1221.65,0,0,No,No,Fiber optic,No,No,No,No
Two year,Yes,Mailed check,1390.85,0,0,No,No,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,302.35,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,1374.9,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),1336.9,0,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,1297.8,0,0,No,Yes,DSL,Yes,Yes,Yes,No
Two year,No,Credit card (automatic),6067.4,0,0,Yes,No,Fiber optic,No,No,Yes,No
Two year,Yes,Mailed check,1222.25,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),487.95,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,2548.55,0,0,No,No,DSL,No,Yes,No,No
Two year,No,Electronic check,835.5,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,44.75,0,0,No,No,DSL,No,No,No,No
Two year,No,Credit card (automatic),6218.45,0,0,No,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,7320.9,0,0,Yes,No,Fiber optic,Yes,Yes,No,Yes
Two year,No,Electronic check,6333.8,0,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),4200.25,0,1,No,No,Fiber optic,No,No,No,No
Two year,No,Credit card (automatic),5950.2,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,93.4,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),1614.9,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Bank transfer (automatic),1573.95,0,0,Yes,Yes,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,314.6,0,0,No,No,DSL,Yes,No,No,No
Month-to-month,No,Electronic check,1468.75,0,0,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,2607.6,0,0,No,No,Fiber optic,No,No,No,Yes
One year,Yes,Electronic check,1523.4,0,0,No,No,DSL,No,No,Yes,No
One year,Yes,Credit card (automatic),4549.45,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),322.5,0,0,No,No,DSL,No,No,No,No
Two year,No,Credit card (automatic),5375.15,0,0,Yes,Yes,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),2510.7,0,1,Yes,No,Fiber optic,No,No,Yes,No
Two year,No,Credit card (automatic),3090.05,0,0,No,No,DSL,No,No,Yes,Yes
Month-to-month,No,Electronic check,61.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),955.6,0,0,Yes,Yes,DSL,Yes,No,No,No
Month-to-month,Yes,Electronic check,140.4,0,0,No,No,DSL,No,No,No,No
Two year,No,Electronic check,1493.1,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),1626.05,0,0,Yes,No,DSL,Yes,No,No,No
Two year,No,Credit card (automatic),1784.9,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,70.35,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Bank transfer (automatic),6075.9,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,5500.6,0,0,No,No,Fiber optic,No,No,Yes,No
One year,No,Credit card (automatic),73.1,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),3399.85,0,0,Yes,Yes,DSL,No,Yes,No,No
One year,Yes,Bank transfer (automatic),6431.05,0,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Credit card (automatic),19.75,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),1230.9,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),454.65,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,235.05,0,0,No,No,Fiber optic,No,Yes,No,No
Two year,No,Credit card (automatic),6595.9,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,5867.0,0,1,Yes,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Mailed check,196.35,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),6449.15,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Two year,No,Credit card (automatic),762.45,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),785.75,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,1776.0,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),5396.25,0,1,Yes,No,DSL,No,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),574.5,0,0,No,No,DSL,Yes,No,No,Yes
Month-to-month,No,Mailed check,400.3,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),2656.3,0,0,No,No,DSL,No,Yes,No,Yes
One year,No,Electronic check,1445.95,0,0,No,Yes,DSL,No,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),5212.65,0,1,No,No,DSL,No,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,2244.95,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1130.0,0,0,No,No,Fiber optic,No,Yes,No,No
Two year,Yes,Bank transfer (automatic),6463.15,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,Yes,Bank transfer (automatic),6252.7,0,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
